,COUNTY,YEAR,MONTH,TMP_HIGH,TMP_AVG,TMP_LOW,DP_HIGH,DP_AVG,DP_LOW,HUM_HIGH,HUM_AVG,HUM_LOW,SEALVL_HIGH,SEALVL_AVG,SEALVL_LOW,VIS_HIGH,VIS_AVG,VIS_LOW,WIND_HIGH,WIND_AVG,PRECIP,NUMDAY_RAIN,NUM_DAYS_SNOW,NUM_DAYS_FOG,NUM_DAYS_THNDRSTRM
40,mclean,1989,MAY,87.0,59.5483870968,33.0,32.0,32.0,30.0,96.0,36.5161290323,14.0,30.36,29.9958064516,29.53,20.0,12.8709677419,1.0,34.0,13.3225806452,0.0,13.0,1.0,16.0,4.0
41,mclean,1989,JUN,95.0,70.8666666667,50.0,32.0,32.0,32.0,50.0,23.1,11.0,30.3,29.9923333333,29.71,20.0,12.0333333333,0.0,23.0,8.8,0.0,4.0,0.0,16.0,2.0
42,mclean,1989,JUL,93.0,74.8387096774,55.0,72.0,32.064516129,32.0,87.0,20.4516129032,11.0,30.32,30.06,29.73,20.0,8.25806451613,0.0,23.0,8.09677419355,0.0,7.0,0.0,20.0,5.0
43,mclean,1989,AUG,89.0,72.7419354839,54.0,32.0,31.935483871,1.0,43.0,21.9032258065,13.0,30.28,30.0367741935,29.76,20.0,9.09677419355,0.0,26.0,8.09677419355,0.0,8.0,0.0,22.0,6.0
44,mclean,1989,SEP,84.0,63.4666666667,36.0,69.0,32.1,32.0,96.0,31.6333333333,15.0,30.53,30.1233333333,29.7,20.0,13.5,0.0,29.0,8.73333333333,0.0,8.0,0.0,11.0,2.0
45,mclean,1989,OCT,84.0,55.5161290323,32.0,48.0,32.064516129,28.0,100.0,44.6774193548,15.0,30.48,30.095483871,29.72,20.0,12.9677419355,0.0,29.0,12.5806451613,0.0,4.0,2.0,11.0,0.0
46,mclean,1989,NOV,73.0,43.5185185185,32.0,32.0,32.0,32.0,100.0,66.0,22.0,30.38,29.9340740741,29.36,20.0,12.1481481481,0.0,34.0,15.0,0.0,5.0,2.0,8.0,2.0
47,mclean,1989,DEC,54.0,36.9166666667,32.0,32.0,32.0,32.0,100.0,83.5833333333,43.0,30.52,29.9083333333,29.54,20.0,10.6666666667,0.0,40.0,13.1666666667,0.0,1.0,3.0,6.0,0.0
48,mclean,1990,JAN,60.0,38.9310344828,32.0,32.0,32.0,32.0,100.0,78.3103448276,35.0,30.53,29.9575862069,29.16,20.0,11.1034482759,0.0,37.0,15.0344827586,0.0,8.0,1.0,15.0,1.0
49,mclean,1990,FEB,60.0,38.5909090909,32.0,32.0,31.9090909091,1.0,100.0,76.7272727273,35.0,30.61,30.0122727273,29.48,20.0,10.0909090909,0.0,34.0,14.6363636364,0.0,5.0,2.0,13.0,0.0
50,mclean,1990,MAR,79.0,46.3103448276,32.0,32.0,32.0,32.0,100.0,62.0689655172,18.0,30.56,30.1117241379,10.0,20.0,12.0,0.0,37.0,15.4137931034,0.0,7.0,0.0,14.0,2.0
51,mclean,1990,APR,84.0,50.9666666667,32.0,32.0,32.0,32.0,100.0,52.9333333333,15.0,30.55,30.034,29.44,20.0,11.7,0.0,34.0,14.6,0.0,10.0,0.0,11.0,1.0
52,mclean,1990,MAY,78.0,58.4193548387,41.0,50.0,32.0322580645,32.0,72.0,36.6774193548,19.0,30.86,29.9393548387,29.41,20.0,11.7096774194,0.0,40.0,14.4193548387,0.0,11.0,0.0,14.0,6.0
53,mclean,1990,JUN,91.0,72.0333333333,48.0,60.0,32.0666666667,32.0,73.0,23.1333333333,12.0,30.27,29.962,29.61,20.0,12.4666666667,1.0,34.0,13.3,0.0,12.0,0.0,14.0,10.0
54,mclean,1990,JUL,95.0,72.5806451613,54.0,32.0,32.0,32.0,43.0,22.2258064516,11.0,30.27,30.0529032258,29.86,20.0,11.0967741935,0.0,25.0,9.12903225806,0.0,8.0,0.0,13.0,3.0
55,mclean,1990,AUG,91.0,72.2258064516,52.0,32.0,32.0,32.0,47.0,22.1290322581,12.0,30.31,30.0783870968,28.86,20.0,9.64516129032,0.0,23.0,7.41935483871,0.0,4.0,0.0,23.0,1.0
56,mclean,1990,SEP,93.0,67.0666666667,39.0,50.0,32.0333333333,32.0,93.0,27.9,11.0,30.35,30.0593333333,29.74,20.0,11.2,0.0,29.0,8.5,0.0,7.0,0.0,16.0,3.0
57,mclean,1990,OCT,84.0,53.5483870968,32.0,63.0,32.064516129,32.0,100.0,46.3870967742,15.0,30.38,30.0438709677,29.57,20.0,14.6451612903,0.0,29.0,13.064516129,0.0,8.0,0.0,6.0,3.0
58,mclean,1990,NOV,73.0,46.9666666667,29.0,32.0,31.9666666667,23.0,100.0,58.9666666667,22.0,30.52,30.061,29.49,20.0,12.2,0.0,32.0,14.1666666667,0.0,5.0,1.0,12.0,2.0
59,mclean,1990,DEC,57.0,38.1818181818,32.0,36.0,32.0,32.0,100.0,79.4090909091,39.0,30.38,30.0218181818,29.47,20.0,10.3636363636,0.0,34.0,13.9090909091,0.0,7.0,3.0,11.0,0.0
60,mclean,1991,JAN,39.0,33.6363636364,30.0,32.0,31.4545454545,19.0,100.0,92.0909090909,30.02,30.31,29.9254545455,15.0,20.0,6.81818181818,0.0,34.0,16.3636363636,0.0,2.0,4.0,8.0,0.0
61,mclean,1991,FEB,57.0,37.5454545455,32.0,32.0,32.0,32.0,100.0,81.7727272727,39.0,30.43,30.0831818182,29.32,20.0,9.86363636364,0.0,29.0,14.5454545455,0.0,1.0,2.0,13.0,1.0
62,mclean,1991,MAR,79.0,44.2333333333,32.0,32.0,32.0,32.0,100.0,65.4333333333,18.0,30.33,29.851,29.09,20.0,13.1333333333,0.0,40.0,17.5,0.0,10.0,0.0,11.0,2.0
63,mclean,1991,APR,79.0,55.7666666667,35.0,32.0,32.0,32.0,89.0,41.1333333333,18.0,30.86,29.9693333333,29.55,20.0,12.0666666667,0.0,37.0,16.1333333333,0.0,12.0,0.0,12.0,5.0
64,mclean,1991,MAY,93.0,68.5806451613,42.0,38.0,32.0,32.0,67.0,26.7096774194,12.0,30.29,30.0206451613,29.68,20.0,9.58064516129,0.0,29.0,11.2580645161,0.0,12.0,0.0,18.0,10.0
65,mclean,1991,JUN,93.0,75.4666666667,55.0,32.0,32.0,32.0,42.0,19.3333333333,12.0,30.35,30.0373333333,29.19,20.0,11.6333333333,0.0,24.0,8.8,0.0,5.0,0.0,12.0,3.0
66,mclean,1991,JUL,91.0,75.2580645161,55.0,32.0,32.0,32.0,40.0,19.8387096774,12.0,30.3,30.0151612903,29.21,20.0,12.8064516129,1.0,25.0,9.16129032258,0.0,4.0,0.0,6.0,1.0
67,mclean,1991,AUG,95.0,74.1290322581,57.0,72.0,32.0967741935,32.0,67.0,20.7741935484,11.0,30.31,30.0780645161,29.81,20.0,10.2258064516,0.0,23.0,8.12903225806,0.0,7.0,0.0,13.0,4.0
68,mclean,1991,SEP,91.0,66.8,37.0,44.0,32.0333333333,32.0,82.0,29.5666666667,12.0,30.5,30.125,28.23,20.0,15.1333333333,0.0,25.0,10.2,0.0,4.0,0.0,8.0,1.0
69,mclean,1991,OCT,82.0,55.2258064516,33.0,32.0,32.0,32.0,96.0,43.1935483871,16.0,30.45,30.0296774194,29.58,20.0,12.8387096774,0.0,34.0,14.3548387097,0.0,10.0,0.0,12.0,3.0
70,mclean,1991,NOV,68.0,44.8095238095,32.0,39.0,32.0,32.0,100.0,64.3333333333,26.0,30.34,30.0052380952,29.43,20.0,10.0952380952,0.0,40.0,16.619047619,0.0,8.0,3.0,12.0,1.0
71,mclean,1991,DEC,63.0,37.96,32.0,32.0,32.0,32.0,100.0,81.56,30.35,30.55,30.1132,20.0,20.0,9.6,0.0,33.0,14.2,0.0,4.0,0.0,15.0,1.0
72,mclean,1992,JAN,48.0,35.76,32.0,32.0,32.0,32.0,100.0,87.28,30.35,30.88,30.0204,20.0,20.0,6.96,0.0,29.0,13.4,0.0,3.0,2.0,20.0,0.0
73,mclean,1992,FEB,59.0,38.84,32.0,32.0,32.0,32.0,100.0,77.48,36.0,30.49,30.0156,29.46,20.0,8.52,0.0,31.0,12.96,0.0,6.0,4.0,20.0,0.0
74,mclean,1992,MAR,73.0,44.7142857143,32.0,32.0,32.0,32.0,100.0,63.0714285714,22.0,30.82,29.9882142857,29.55,20.0,11.1071428571,0.0,29.0,13.8928571429,0.0,9.0,2.0,16.0,2.0
75,mclean,1992,APR,80.0,50.2,32.0,36.0,32.0,31.0,100.0,52.2,17.0,30.55,29.99,29.47,20.0,11.1333333333,0.0,30.0,13.5,0.0,10.0,2.0,17.0,2.0
76,mclean,1992,MAY,86.0,61.6774193548,33.0,32.0,32.0,32.0,96.0,33.0967741935,14.0,30.41,30.0925806452,29.73,20.0,13.4193548387,0.0,58.0,12.0967741935,0.0,7.0,0.0,9.0,2.0
77,mclean,1992,JUN,88.0,69.2666666667,43.0,32.0,32.0,32.0,65.0,24.1,13.0,30.2,29.9213333333,28.81,20.0,13.8333333333,2.0,29.0,9.86666666667,0.0,8.0,0.0,6.0,4.0
78,mclean,1992,JUL,88.0,71.5161290323,55.0,79.0,58.3225806452,32.0,100.0,66.4193548387,13.0,30.21,29.9667741935,29.7,20.0,11.7096774194,0.0,23.0,8.93548387097,0.0,17.0,0.0,3.0,10.0
79,mclean,1992,AUG,90.0,67.9032258065,50.0,78.0,58.0322580645,32.0,100.0,68.0967741935,16.0,30.29,30.114516129,29.88,20.0,12.3225806452,0.0,23.0,7.67741935484,0.0,5.0,0.0,5.0,1.0
80,mclean,1992,SEP,84.0,64.5666666667,39.0,70.0,53.2,25.0,100.0,65.6333333333,20.0,30.47,30.0926666667,29.64,20.0,13.2666666667,0.0,23.0,9.8,0.0,9.0,0.0,3.0,3.0
81,mclean,1992,OCT,81.0,53.8064516129,27.0,67.0,41.7741935484,20.0,100.0,62.7419354839,21.0,30.47,30.0590322581,28.54,20.0,12.935483871,0.0,58.0,10.3870967742,0.0,4.0,0.0,3.0,1.0
82,mclean,1992,NOV,61.0,39.7931034483,25.0,61.0,35.4482758621,14.0,100.0,84.1034482759,44.0,30.39,30.0082758621,29.35,20.0,8.24137931034,0.0,31.0,13.724137931,0.0,11.0,9.0,2.0,1.0
83,mclean,1992,DEC,59.0,36.2727272727,30.0,58.0,33.4090909091,18.0,100.0,89.4545454545,34.0,30.46,30.0636363636,29.38,20.0,7.63636363636,0.0,52.0,13.2272727273,0.0,4.0,4.0,5.0,0.0
84,mclean,1993,JAN,54.0,37.0769230769,32.0,52.0,33.3846153846,23.0,100.0,86.6923076923,44.0,30.44,30.0061538462,29.76,20.0,8.69230769231,0.0,25.0,15.4615384615,0.0,5.0,1.0,8.0,0.0
85,mclean,1993,FEB,56.0,37.0769230769,30.0,42.0,29.8461538462,15.0,100.0,78.3076923077,30.0,30.52,30.1453846154,29.25,20.0,9.46153846154,0.0,29.0,11.3076923077,0.09,1.0,0.0,9.0,0.0
86,mclean,1993,MAR,70.0,39.3846153846,30.0,56.0,35.6153846154,25.0,100.0,84.7692307692,30.0,30.57,30.0084615385,28.54,20.0,7.0,0.0,29.0,12.8461538462,0.0,8.0,5.0,22.0,1.0
87,mclean,1993,APR,72.0,49.1,32.0,62.0,40.5333333333,20.0,100.0,71.2,32.0,30.3,29.9186666667,29.24,20.0,12.5666666667,0.0,52.0,13.3666666667,0.0,9.0,2.0,13.0,3.0
88,mclean,1993,MAY,84.0,62.6774193548,38.0,67.0,49.064516129,27.0,100.0,59.5483870968,18.0,30.27,29.9629032258,29.66,20.0,13.2903225806,0.0,29.0,13.2903225806,0.83,13.0,0.0,13.0,6.0
89,mclean,1993,JUN,91.0,70.0666666667,43.0,71.0,57.4,30.0,100.0,63.6333333333,15.0,30.99,29.9833333333,29.65,20.0,11.8666666667,0.0,48.0,11.3,0.0,11.0,0.0,12.0,8.0
90,mclean,1993,JUL,91.0,74.935483871,61.0,78.0,66.935483871,32.0,100.0,74.6129032258,17.0,30.17,29.9912903226,29.75,20.0,11.7741935484,0.0,24.0,10.1612903226,0.0,15.0,0.0,17.0,8.0
91,mclean,1993,AUG,90.0,73.5483870968,55.0,79.0,62.4516129032,32.0,100.0,68.8709677419,14.0,30.29,30.0441935484,29.8,20.0,9.09677419355,0.0,29.0,8.45161290323,0.0,13.0,0.0,24.0,10.0
92,mclean,1993,SEP,83.0,60.6333333333,36.0,69.0,50.1,28.0,100.0,67.7666666667,25.0,30.34,30.038,29.56,20.0,12.7,0.0,26.0,10.3333333333,0.0,10.0,0.0,14.0,4.0
93,mclean,1993,OCT,81.0,50.7419354839,27.0,63.0,38.2903225806,18.0,100.0,61.6129032258,21.0,30.44,30.0529032258,29.51,20.0,14.1935483871,1.0,29.0,11.8064516129,0.0,5.0,1.0,11.0,1.0
94,mclean,1993,NOV,64.0,37.9333333333,16.0,60.0,32.9666666667,11.0,100.0,79.7666666667,38.0,30.55,30.0916666667,29.59,20.0,10.0333333333,0.0,29.0,14.1,0.0,9.0,3.0,15.0,0.0
95,mclean,1993,DEC,54.0,28.7419354839,0.0,49.0,23.2903225806,-4.0,100.0,77.5806451613,48.0,30.52,30.04,29.68,20.0,9.93548387097,0.0,29.0,13.4516129032,0.82,6.0,8.0,17.0,0.0
96,mclean,1994,JAN,43.0,17.6129032258,-18.0,43.0,13.4838709677,-27.0,100.0,80.6451612903,48.0,30.71,30.1703225806,29.64,20.0,8.58064516129,0.0,29.0,13.8709677419,0.0,2.0,14.0,21.0,0.0
97,mclean,1994,FEB,61.0,24.4642857143,-3.0,53.0,18.3928571429,-8.0,100.0,75.3571428571,40.0,30.56,30.1453571429,29.63,20.0,11.7857142857,0.0,34.0,14.2142857143,0.0,2.0,10.0,13.0,0.0
98,mclean,1994,MAR,77.0,38.9677419355,18.0,45.0,25.8064516129,9.0,100.0,57.935483871,16.0,30.45,30.0038709677,29.47,20.0,12.4516129032,0.0,34.0,13.8387096774,0.17,3.0,1.0,13.0,1.0
99,mclean,1994,APR,82.0,51.6666666667,30.0,68.0,35.8,7.0,100.0,56.9333333333,13.0,30.39,30.0,29.53,20.0,13.2,1.0,34.0,15.0666666667,0.0,9.0,2.0,7.0,3.0
100,mclean,1994,MAY,86.0,60.2903225806,32.0,66.0,44.6451612903,25.0,100.0,54.064516129,17.0,30.31,30.0438709677,29.64,20.0,15.1290322581,1.0,26.0,9.96774193548,0.0,6.0,0.0,10.0,3.0
101,mclean,1994,JUN,95.0,73.5,50.0,73.0,58.3,28.0,100.0,56.6666666667,23.0,30.25,29.954,29.48,20.0,13.0333333333,0.0,33.0,8.7,0.0,5.0,0.0,6.0,3.0
102,mclean,1994,JUL,91.0,72.9677419355,55.0,77.0,63.1612903226,32.0,100.0,66.7419354839,14.0,30.25,30.0087096774,29.83,20.0,12.4193548387,0.0,29.0,9.64516129032,0.0,4.0,0.0,13.0,5.0
103,mclean,1994,AUG,88.0,69.4838709677,50.0,74.0,61.1612903226,42.0,100.0,71.3225806452,41.0,30.3,30.0690322581,29.79,20.0,10.2580645161,0.0,23.0,8.93548387097,0.0,11.0,0.0,17.0,7.0
104,mclean,1994,SEP,90.0,65.2666666667,46.0,67.0,53.4,32.0,100.0,64.0666666667,28.0,30.38,30.0663333333,29.64,20.0,12.6333333333,0.0,21.0,8.9,0.0,3.0,0.0,12.0,1.0
105,mclean,1994,OCT,79.0,55.0322580645,30.0,65.0,43.064516129,24.0,100.0,63.8064516129,22.0,30.39,30.0693548387,29.68,20.0,14.7096774194,0.0,34.0,11.5806451613,0.0,5.0,1.0,7.0,1.0
106,mclean,1994,NOV,70.0,44.9666666667,23.0,63.0,36.7666666667,12.0,100.0,72.1,19.0,30.54,30.059,29.23,20.0,14.2666666667,0.0,34.0,15.0333333333,0.0,8.0,1.0,12.0,3.0
107,mclean,1994,DEC,56.0,34.2258064516,9.0,52.0,29.935483871,5.0,100.0,82.0967741935,36.0,30.42,30.1948387097,29.86,20.0,8.74193548387,0.0,26.0,12.0322580645,0.0,6.0,4.0,23.0,0.0
108,mclean,1995,JAN,50.0,23.5806451613,-2.0,50.0,19.3225806452,-8.0,100.0,80.8387096774,41.0,30.52,30.03,29.5,20.0,9.25806451613,0.0,29.0,14.064516129,0.0,7.0,5.0,18.0,0.0
109,mclean,1995,FEB,57.0,27.3928571429,-1.0,38.0,18.0714285714,-16.0,100.0,66.6071428571,34.0,30.43,30.0725,29.56,20.0,13.2142857143,0.0,29.0,14.6428571429,0.0,1.0,5.0,10.0,0.0
110,mclean,1995,MAR,72.0,41.3548387097,11.0,54.0,30.7419354839,1.0,100.0,64.2903225806,19.0,31.04,30.1177419355,29.41,20.0,12.8387096774,0.0,32.0,13.0967741935,0.0,6.0,2.0,12.0,2.0
111,mclean,1995,APR,77.0,48.2666666667,23.0,62.0,35.5666666667,2.0,100.0,61.6,23.0,30.27,29.9216666667,29.33,20.0,14.0333333333,0.0,44.0,15.4,0.0,10.0,0.0,11.0,1.0
112,mclean,1995,MAY,79.0,58.7333333333,41.0,68.0,49.7666666667,31.0,100.0,70.7666666667,31.0,30.26,29.9356666667,29.45,20.0,12.0666666667,0.0,34.0,14.0666666667,0.0,10.0,0.0,16.0,8.0
113,mclean,1995,JUN,95.0,72.3333333333,52.0,71.0,58.6333333333,32.0,100.0,60.9666666667,17.0,30.36,29.98,29.59,20.0,9.66666666667,0.0,36.0,10.2666666667,0.0,10.0,0.0,15.0,9.0
114,mclean,1995,JUL,99.0,75.935483871,54.0,78.0,63.3548387097,32.0,100.0,62.3225806452,12.0,30.22,29.9712903226,29.74,20.0,11.5806451613,0.0,29.0,10.2580645161,0.0,7.0,0.0,10.0,6.0
115,mclean,1995,AUG,92.0,77.6428571429,61.0,80.0,69.9642857143,57.0,100.0,74.3928571429,43.0,30.27,30.0217857143,29.84,20.0,9.25,0.0,26.0,7.10714285714,0.0,9.0,0.0,18.0,9.0
116,mclean,1995,SEP,86.0,63.0333333333,34.0,66.0,47.7,24.0,100.0,57.1,14.0,30.38,30.0923333333,29.77,20.0,15.0,0.0,29.0,10.0666666667,0.0,4.0,0.0,10.0,0.0
117,mclean,1995,OCT,82.0,54.5483870968,32.0,61.0,42.3548387097,23.0,100.0,63.2580645161,24.0,30.28,29.9416129032,29.25,20.0,14.8709677419,0.0,34.0,13.5806451613,0.0,10.0,0.0,7.0,1.0
